subject,n_pairs,residual_median,residual_mean,frac_beat_control,wilcoxon_p,cliffs_delta
271,46,8.255886761515002e-05,6.832900068146303e-05,0.5652173913043478,0.12342436057828336,0.13657844990548204
272,46,3.827074071279993e-05,9.132499497828698e-05,0.6739130434782609,0.013332449924636832,0.1280718336483932
273,46,4.969170533970004e-05,5.865146295204132e-05,0.6086956521739131,0.2604242061428358,0.05907372400756144
274,46,3.536327035790003e-05,0.00010311083992976956,0.5434782608695652,0.2613522070430846,0.08506616257088846
275,46,0.0001627707896849,7.569445058279132e-05,0.5652173913043478,0.2512960651825218,0.12523629489603025
276,46,3.878809530049996e-05,0.0002589161045616848,0.5652173913043478,0.05800803545387496,0.07703213610586011
278,46,3.921687943409999e-05,0.0001277864018277413,0.6086956521739131,0.11067555197754968,0.10586011342155009
279,46,9.739401435219998e-05,0.0001240522574109152,0.6086956521739131,0.1492450783282673,0.09640831758034027
280,46,0.00010707370736750009,0.0002231000658524978,0.6521739130434783,0.016975877414014177,0.1502835538752363
281,46,1.4762221116750051e-05,3.73869295675326e-05,0.5434782608695652,0.40633562620664365,0.0671077504725898
282,46,6.801926032145005e-05,0.0001272964370186565,0.6086956521739131,0.07857334082247759,0.09310018903591682
283,46,6.11364812757e-05,0.0001823786166242413,0.5869565217391305,0.0862815053195483,0.12051039697542533
284,46,6.0693702923749924e-05,4.5665092496741295e-05,0.5869565217391305,0.3281340184182002,0.10775047258979206
285,46,4.391828343300005e-06,1.171154224882392e-05,0.5434782608695652,0.6190578141868999,0.028827977315689982
286,46,7.075187488955e-05,2.6099862408813076e-05,0.6304347826086957,0.15870930417792006,0.05387523629489603
287,46,4.6652784223499995e-05,2.7700090632739133e-05,0.5652173913043478,0.3816680142494665,0.07608695652173914
288,46,4.396025126900008e-06,1.27421018172e-05,0.5,0.666038772729913,0.022684310018903593
289,46,5.161421684500003e-05,5.687181408880872e-05,0.5652173913043478,0.2190119862977966,0.09310018903591682
290,46,5.709543281994997e-05,4.449242758212391e-05,0.5652173913043478,0.20010609702931204,0.10822306238185256
291,46,3.0819882248550004e-05,0.00011010291267029997,0.6304347826086957,0.034965781974662484,0.09357277882797732
292,46,0.00012766832197079995,9.000681243084565e-05,0.6521739130434783,0.06659861103300116,0.15170132325141777
293,46,4.5882313579500005e-05,6.872694376274567e-05,0.5217391304347826,0.2589594059859984,0.13610586011342155
294,46,0.00010819756282440002,0.00019853172074038258,0.6086956521739131,0.033128100396614166,0.1219281663516068
295,46,7.979406939739999e-05,0.00017925815669947613,0.6521739130434783,0.01125175620461333,0.12003780718336483
296,46,5.026136037075002e-05,1.2790295030389118e-05,0.5434782608695652,0.7265966482847377,0.024102079395085067
297,46,0.00010900908787659996,0.00018103697971802394,0.6739130434782609,0.01528632843282479,0.1280718336483932
