node,cis_mean,cis_median,cis_sd,degree_mean,strength_mean,cv,top50_rate,topdecile_rate
125,-9.920810785974428e-05,-9.862076686992803e-05,0.00023460200744164549,52.89666666666667,11518.791402006165,-2.364746314618909,0.0022222222222222222,0.0011111111111111111
126,-0.000176896942380327,-0.0001767960999503,0.0002873091326336552,53.278888888888886,10126.454144200368,-1.6241611006251477,0.0077777777777777776,0.0077777777777777776
127,-0.0005101006763204101,-0.00049344601218415,0.00033008460318242,40.87444444444444,4576.063477498367,-0.6470969722358956,0.0,0.0
128,-0.0002759947949194498,-0.0002675505006623,0.00033497551211079154,55.687777777777775,9422.492513198902,-1.2137022809019116,0.013333333333333334,0.013333333333333334
129,-5.4491859405035625e-05,-5.283750729413282e-05,0.0003695302659339016,64.07888888888888,13592.148831441236,-6.781384778728125,0.04888888888888889,0.03777777777777778
130,-0.00037960536716180084,-0.00037138179959715,0.00039312156575895457,48.32333333333333,8199.274417400095,-1.0356059206912969,0.006666666666666667,0.0044444444444444444
131,-0.00011680093579266212,-0.0001410553652695,0.00035386228633868267,64.41777777777777,13237.00730839924,-3.0296185894164185,0.028888888888888888,0.024444444444444446
132,-0.00029926962518322296,-0.00029226468387535,0.0003018925170614061,56.48222222222222,11692.789055621111,-1.0087643103658694,0.0033333333333333335,0.0033333333333333335
133,-0.00021000848551896935,-0.00029055098084225,0.0003241696420496839,48.65777777777778,12698.11754637166,-1.5436025894315721,0.005555555555555556,0.0044444444444444444
134,0.0002277725954096094,0.0002145118027346,0.00026220403882146957,81.78888888888889,22580.467190353473,1.151165873795929,0.09444444444444444,0.08333333333333333
135,0.00015696954487786288,0.00016637509996575,0.00029755781737312524,76.41555555555556,15302.415852397615,1.8956404416197632,0.07444444444444444,0.06333333333333334
136,-2.0508835242018657e-05,-7.890011982934146e-06,0.00024299828959712633,61.973333333333336,16183.930877469935,-11.848468561455388,0.0077777777777777776,0.0022222222222222222
137,-0.00018547333664766972,-0.00015525181421395,0.00027104241783431515,49.727777777777774,14419.964213295454,-1.4613551615194955,0.0011111111111111111,0.0011111111111111111
138,3.984770279433531e-05,4.8216443487403865e-05,0.00027502277843544966,65.06888888888889,17806.793740462934,6.901847764096115,0.03,0.02
139,0.00045515384109177866,0.00037183291644655005,0.00037943440652744495,95.94777777777777,33494.70389335326,0.8336399086895426,0.3288888888888889,0.30333333333333334
140,-0.00046897287644398744,-0.00048415008849765,0.0002848058491064914,42.94222222222222,11636.547618015997,-0.6072970600475818,0.0011111111111111111,0.0011111111111111111
141,-0.00018261953730343,-0.00016611694500885,0.0002340157447403472,49.92333333333333,13567.21862536129,-1.281438712395379,0.0011111111111111111,0.0011111111111111111
142,-0.00010882286743281985,-0.00012376623716,0.00021319940220410088,59.07333333333333,12887.073963290204,-1.9591415594311214,0.0044444444444444444,0.0011111111111111111
143,0.0004838386061653919,0.00041566308725325,0.0005025762189173287,91.46,13163.137246864588,1.0387269897713198,0.35888888888888887,0.3333333333333333
144,0.00038025109580941397,0.00034998288062065,0.0005737613657493385,82.66111111111111,8017.022122956092,1.508901281475633,0.3333333333333333,0.31
145,0.00014483662374521514,8.53058383393008e-05,0.0003743151809951283,68.19111111111111,14188.274537959447,2.5843959305043818,0.12555555555555556,0.10333333333333333
146,0.00022737812118085084,9.819762055455392e-05,0.0004441749327672474,72.39666666666666,12916.349960054109,1.9534638181567252,0.17444444444444446,0.16333333333333333
147,0.00044818475980121946,0.00048044124742060003,0.00047287186921679883,90.91333333333333,19279.030234104255,1.0550824383821724,0.43444444444444447,0.40555555555555556
148,7.26771693143386e-05,6.660934651984022e-05,0.0003040783902624922,76.46777777777778,24187.937329954686,4.1839602880969675,0.057777777777777775,0.043333333333333335
149,-7.396304268571513e-05,-9.36489460038523e-05,0.0003062307104358173,68.75222222222222,21059.714537319764,-4.140320615757486,0.01888888888888889,0.016666666666666666
150,-0.00011397725894151762,-0.00013018798563465,0.00030061507645429706,66.06111111111112,17678.96877754973,-2.6375004912913753,0.01888888888888889,0.014444444444444444
